day,month,year,prayer_id,"time","country_id","city_id",source_id,"updated"
1,9,2016,6,"20:18:00","SG","Singapore",1,"2015-12-31 04:02:23"
1,10,2011,1,"05:35:00","SG","Singapore",1,"2013-01-15 07:38:35"
1,10,2011,2,"06:52:00","SG","Singapore",1,"2013-01-15 07:38:35"
1,10,2011,3,"12:56:00","SG","Singapore",1,"2013-01-15 07:38:35"
1,10,2011,4,"16:03:00","SG","Singapore",1,"2013-01-15 07:38:35"
1,10,2011,5,"18:58:00","SG","Singapore",1,"2013-01-15 07:38:35"
1,10,2011,6,"20:07:00","SG","Singapore",1,"2013-01-15 07:38:35"
1,10,2012,1,"05:35:00","SG","Singapore",1,"2013-01-15 07:35:35"
1,10,2012,2,"06:52:00","SG","Singapore",1,"2013-01-15 07:35:35"
1,10,2012,3,"12:56:00","SG","Singapore",1,"2013-01-15 07:35:35"
1,10,2012,4,"16:03:00","SG","Singapore",1,"2013-01-15 07:35:35"
1,10,2012,5,"18:58:00","SG","Singapore",1,"2013-01-15 07:35:35"
1,10,2012,6,"20:07:00","SG","Singapore",1,"2013-01-15 07:35:35"
