day,month,year,"country_id",hijrah_day,hijrah_month,hijrah_year
22,1,2014,"SG",20,3,1435
22,1,2015,"SG",1,4,1436
22,1,2016,"SG",12,4,1438
22,1,2017,"SG",23,4,1438
22,2,2012,"SG",29,3,1433
22,2,2013,"SG",11,4,1434
22,2,2014,"SG",21,4,1435
22,2,2015,"SG",3,5,1436
22,2,2016,"SG",13,5,1438
22,2,2017,"SG",25,5,1438
22,3,2012,"SG",29,4,1433
22,3,2013,"SG",10,5,1434
22,3,2014,"SG",20,5,1435
22,3,2015,"SG",1,6,1436
22,3,2016,"SG",13,6,1438
22,3,2017,"SG",23,6,1438
22,4,2012,"SG",30,5,1433
22,4,2013,"SG",11,6,1434
22,4,2014,"SG",21,6,1435
22,4,2015,"SG",3,7,1436
22,4,2016,"SG",14,7,1438
22,4,2017,"SG",25,7,1438
22,5,2012,"SG",1,7,1433
22,5,2013,"SG",12,7,1434
22,5,2014,"SG",21,7,1435
22,5,2015,"SG",4,8,1436
22,5,2016,"SG",15,8,1438
22,5,2017,"SG",25,8,1438
22,6,2012,"SG",2,8,1433
22,6,2013,"SG",13,8,1434
22,6,2014,"SG",23,8,1435
22,6,2015,"SG",5,9,1436
22,6,2016,"SG",17,9,1438
22,6,2017,"SG",27,9,1438
22,7,2012,"SG",2,9,1433
22,7,2013,"SG",13,9,1434
22,7,2014,"SG",24,9,1435
22,7,2015,"SG",6,10,1436
22,7,2016,"SG",17,10,1438
22,7,2017,"SG",28,10,1438
22,8,2012,"SG",4,10,1433
22,8,2013,"SG",15,10,1434
22,8,2014,"SG",26,10,1435
22,8,2015,"SG",7,11,1436
22,8,2016,"SG",19,11,1438
22,8,2017,"SG",29,11,1438
22,9,2012,"SG",5,11,1433
22,9,2013,"SG",16,11,1434
22,9,2014,"SG",27,11,1435
22,9,2015,"SG",8,12,1436
22,9,2016,"SG",20,12,1438
22,9,2017,"SG",1,1,1439
22,10,2012,"SG",6,12,1433
22,10,2013,"SG",17,12,1434
22,10,2014,"SG",27,12,1435
22,10,2015,"SG",9,1,1437
22,10,2016,"SG",21,1,1439
22,10,2017,"SG",2,2,1439
22,11,2012,"SG",8,1,1434
22,11,2013,"SG",18,1,1435
22,11,2014,"SG",29,1,1436
22,11,2015,"SG",10,2,1437
22,11,2016,"SG",22,2,1439
22,11,2017,"SG",3,3,1439
22,12,2012,"SG",8,2,1434
22,12,2013,"SG",19,2,1435
22,12,2014,"SG",29,2,1436
22,12,2015,"SG",10,3,1437
22,12,2016,"SG",22,3,1439
22,12,2017,"SG",3,4,1439
22,13,2012,"SG",8,2,1434
23,1,2012,"SG",29,2,1433
23,1,2013,"SG",11,3,1434
23,1,2014,"SG",21,3,1435
23,1,2015,"SG",2,4,1436
23,1,2016,"SG",13,4,1438
23,1,2017,"SG",24,4,1438
23,2,2012,"SG",1,4,1433
23,2,2013,"SG",12,4,1434
23,2,2014,"SG",22,4,1435
23,2,2015,"SG",4,5,1436
23,2,2016,"SG",14,5,1438
23,2,2017,"SG",26,5,1438
23,3,2012,"SG",30,4,1433
23,3,2013,"SG",11,5,1434
23,3,2014,"SG",21,5,1435
23,3,2015,"SG",2,6,1436
23,3,2016,"SG",14,6,1438
23,3,2017,"SG",24,6,1438
23,4,2012,"SG",1,6,1433
23,4,2013,"SG",12,6,1434
23,4,2014,"SG",22,6,1435
23,4,2015,"SG",4,7,1436
23,4,2016,"SG",15,7,1438
23,4,2017,"SG",26,7,1438
23,5,2012,"SG",2,7,1433
23,5,2013,"SG",13,7,1434
23,5,2014,"SG",22,7,1435
23,5,2015,"SG",5,8,1436
23,5,2016,"SG",16,8,1438
23,5,2017,"SG",26,8,1438
23,6,2012,"SG",3,8,1433
23,6,2013,"SG",14,8,1434
23,6,2014,"SG",24,8,1435
23,6,2015,"SG",6,9,1436
23,6,2016,"SG",18,9,1438
23,6,2017,"SG",28,9,1438
23,7,2012,"SG",3,9,1433
23,7,2013,"SG",14,9,1434
23,7,2014,"SG",25,9,1435
23,7,2015,"SG",7,10,1436
23,7,2016,"SG",18,10,1438
23,7,2017,"SG",29,10,1438
23,8,2012,"SG",5,10,1433
23,8,2013,"SG",16,10,1434
23,8,2014,"SG",27,10,1435
23,8,2015,"SG",8,11,1436
23,8,2016,"SG",20,11,1438
23,8,2017,"SG",1,12,1438
23,9,2012,"SG",6,11,1433
23,9,2013,"SG",17,11,1434
23,9,2014,"SG",28,11,1435
23,9,2015,"SG",9,12,1436
23,9,2016,"SG",21,12,1438
23,9,2017,"SG",2,1,1439
23,10,2012,"SG",7,12,1433
23,10,2013,"SG",18,12,1434
23,10,2014,"SG",28,12,1435
23,10,2015,"SG",10,1,1437
23,10,2016,"SG",22,1,1439
23,10,2017,"SG",3,2,1439
23,11,2012,"SG",9,1,1434
23,11,2013,"SG",19,1,1435
23,11,2014,"SG",30,1,1436
23,11,2015,"SG",11,2,1437
23,11,2016,"SG",23,2,1439
23,11,2017,"SG",4,3,1439
23,12,2012,"SG",9,2,1434
23,12,2013,"SG",20,2,1435
23,12,2014,"SG",1,3,1436
23,12,2015,"SG",11,3,1437
23,12,2016,"SG",23,3,1439
23,12,2017,"SG",4,4,1439
23,13,2012,"SG",9,2,1434
24,1,2012,"SG",30,2,1433
24,1,2013,"SG",12,3,1434
24,1,2014,"SG",22,3,1435
24,1,2015,"SG",3,4,1436
24,1,2016,"SG",14,4,1438
24,1,2017,"SG",25,4,1438
24,2,2012,"SG",2,4,1433
24,2,2013,"SG",13,4,1434
24,2,2014,"SG",23,4,1435
24,2,2015,"SG",5,5,1436
24,2,2016,"SG",15,5,1438
24,2,2017,"SG",27,5,1438
24,3,2012,"SG",1,5,1433
24,3,2013,"SG",12,5,1434
24,3,2014,"SG",22,5,1435
24,3,2015,"SG",3,6,1436
24,3,2016,"SG",15,6,1438
24,3,2017,"SG",25,6,1438
24,4,2012,"SG",2,6,1433
24,4,2013,"SG",13,6,1434
24,4,2014,"SG",23,6,1435
24,4,2015,"SG",5,7,1436
24,4,2016,"SG",16,7,1438
24,4,2017,"SG",27,7,1438
24,5,2012,"SG",3,7,1433
24,5,2013,"SG",14,7,1434
24,5,2014,"SG",23,7,1435
24,5,2015,"SG",6,8,1436
24,5,2016,"SG",17,8,1438
24,5,2017,"SG",27,8,1438
24,6,2012,"SG",4,8,1433
24,6,2013,"SG",15,8,1434
24,6,2014,"SG",25,8,1435
24,6,2015,"SG",7,9,1436
24,6,2016,"SG",19,9,1438
24,6,2017,"SG",29,9,1438
24,7,2012,"SG",4,9,1433
24,7,2013,"SG",15,9,1434
24,7,2014,"SG",26,9,1435
24,7,2015,"SG",8,10,1436
24,7,2016,"SG",19,10,1438
24,7,2017,"SG",30,10,1438
24,8,2012,"SG",6,10,1433
24,8,2013,"SG",17,10,1434
24,8,2014,"SG",28,10,1435
24,8,2015,"SG",9,11,1436
24,8,2016,"SG",21,11,1438
24,8,2017,"SG",2,12,1438
24,9,2012,"SG",7,11,1433
24,9,2013,"SG",18,11,1434
24,9,2014,"SG",29,11,1435
24,9,2015,"SG",10,12,1436
24,9,2016,"SG",22,12,1438
24,9,2017,"SG",3,1,1439
24,10,2012,"SG",8,12,1433
24,10,2013,"SG",19,12,1434
24,10,2014,"SG",29,12,1435
24,10,2015,"SG",11,1,1437
24,10,2016,"SG",23,1,1439
24,10,2017,"SG",4,2,1439
24,11,2012,"SG",10,1,1434
24,11,2013,"SG",20,1,1435
24,11,2014,"SG",1,2,1436
24,11,2015,"SG",12,2,1437
24,11,2016,"SG",24,2,1439
24,11,2017,"SG",5,3,1439
24,12,2012,"SG",10,2,1434
24,12,2013,"SG",21,2,1435
24,12,2014,"SG",2,3,1436
24,12,2015,"SG",12,3,1437
24,12,2016,"SG",24,3,1439
24,12,2017,"SG",5,4,1439
24,13,2012,"SG",10,2,1434
25,1,2012,"SG",1,3,1433
25,1,2013,"SG",13,3,1434
25,1,2014,"SG",23,3,1435
25,1,2015,"SG",4,4,1436
25,1,2016,"SG",15,4,1438
25,1,2017,"SG",26,4,1438
25,2,2012,"SG",3,4,1433
25,2,2013,"SG",14,4,1434
25,2,2014,"SG",24,4,1435
25,2,2015,"SG",6,5,1436
25,2,2016,"SG",16,5,1438
25,2,2017,"SG",28,5,1438
25,3,2012,"SG",2,5,1433
25,3,2013,"SG",13,5,1434
25,3,2014,"SG",23,5,1435
25,3,2015,"SG",4,6,1436
25,3,2016,"SG",16,6,1438
25,3,2017,"SG",26,6,1438
25,4,2012,"SG",3,6,1433
25,4,2013,"SG",14,6,1434
25,4,2014,"SG",24,6,1435
25,4,2015,"SG",6,7,1436
25,4,2016,"SG",17,7,1438
25,4,2017,"SG",28,7,1438
25,5,2012,"SG",4,7,1433
25,5,2013,"SG",15,7,1434
25,5,2014,"SG",24,7,1435
25,5,2015,"SG",7,8,1436
25,5,2016,"SG",18,8,1438
25,5,2017,"SG",28,8,1438
25,6,2012,"SG",5,8,1433
25,6,2013,"SG",16,8,1434
25,6,2014,"SG",26,8,1435
25,6,2015,"SG",8,9,1436
25,6,2016,"SG",20,9,1438
25,6,2017,"SG",1,10,1438
25,7,2012,"SG",5,9,1433
25,7,2013,"SG",16,9,1434
25,7,2014,"SG",27,9,1435
25,7,2015,"SG",9,10,1436
25,7,2016,"SG",20,10,1438
25,7,2017,"SG",1,11,1438
25,8,2012,"SG",7,10,1433
25,8,2013,"SG",18,10,1434
25,8,2014,"SG",29,10,1435
25,8,2015,"SG",10,11,1436
25,8,2016,"SG",22,11,1438
25,8,2017,"SG",3,12,1438
25,9,2012,"SG",8,11,1433
25,9,2013,"SG",19,11,1434
25,9,2014,"SG",30,11,1435
25,9,2015,"SG",11,12,1436
25,9,2016,"SG",23,12,1438
25,9,2017,"SG",4,1,1439
25,10,2012,"SG",9,12,1433
25,10,2013,"SG",20,12,1434
25,10,2014,"SG",1,1,1436
25,10,2015,"SG",12,1,1437
25,10,2016,"SG",24,1,1439
25,10,2017,"SG",5,2,1439
25,11,2012,"SG",11,1,1434
25,11,2013,"SG",21,1,1435
25,11,2014,"SG",2,2,1436
25,11,2015,"SG",13,2,1437
25,11,2016,"SG",25,2,1439
25,11,2017,"SG",6,3,1439
25,12,2012,"SG",11,2,1434
25,12,2013,"SG",22,2,1435
25,12,2014,"SG",3,3,1436
25,12,2015,"SG",13,3,1437
25,12,2016,"SG",25,3,1439
25,12,2017,"SG",6,4,1439
25,13,2012,"SG",11,2,1434
26,1,2012,"SG",2,3,1433
26,1,2013,"SG",14,3,1434
26,1,2014,"SG",24,3,1435
26,1,2015,"SG",5,4,1436
26,1,2016,"SG",16,4,1438
26,1,2017,"SG",27,4,1438
26,2,2012,"SG",4,4,1433
26,2,2013,"SG",15,4,1434
26,2,2014,"SG",25,4,1435
26,2,2015,"SG",7,5,1436
26,2,2016,"SG",17,5,1438
26,2,2017,"SG",29,5,1438
26,3,2012,"SG",3,5,1433
26,3,2013,"SG",14,5,1434
26,3,2014,"SG",24,5,1435
26,3,2015,"SG",5,6,1436
26,3,2016,"SG",17,6,1438
26,3,2017,"SG",27,6,1438
26,4,2012,"SG",4,6,1433
26,4,2013,"SG",15,6,1434
26,4,2014,"SG",25,6,1435
26,4,2015,"SG",7,7,1436
26,4,2016,"SG",18,7,1438
26,4,2017,"SG",29,7,1438
26,5,2012,"SG",5,7,1433
26,5,2013,"SG",16,7,1434
26,5,2014,"SG",25,7,1435
26,5,2015,"SG",8,8,1436
26,5,2016,"SG",19,8,1438
26,5,2017,"SG",29,8,1438
26,6,2012,"SG",6,8,1433
26,6,2013,"SG",17,8,1434
26,6,2014,"SG",27,8,1435
26,6,2015,"SG",9,9,1436
26,6,2016,"SG",21,9,1438
26,6,2017,"SG",2,10,1438
26,7,2012,"SG",6,9,1433
26,7,2013,"SG",17,9,1434
26,7,2014,"SG",28,9,1435
26,7,2015,"SG",10,10,1436
26,7,2016,"SG",21,10,1438
26,7,2017,"SG",2,11,1438
26,8,2012,"SG",8,10,1433
26,8,2013,"SG",19,10,1434
26,8,2014,"SG",30,10,1435
26,8,2015,"SG",11,11,1436
26,8,2016,"SG",23,11,1438
26,8,2017,"SG",4,12,1438
26,9,2012,"SG",9,11,1433
26,9,2013,"SG",20,11,1434
26,9,2014,"SG",1,12,1435
26,9,2015,"SG",12,12,1436
26,9,2016,"SG",24,12,1438
26,9,2017,"SG",5,1,1439
26,10,2012,"SG",10,12,1433
26,10,2013,"SG",21,12,1434
26,10,2014,"SG",2,1,1436
26,10,2015,"SG",13,1,1437
26,10,2016,"SG",25,1,1439
26,10,2017,"SG",6,2,1439
26,11,2012,"SG",12,1,1434
26,11,2013,"SG",22,1,1435
26,11,2014,"SG",3,2,1436
26,11,2015,"SG",14,2,1437
26,11,2016,"SG",26,2,1439
26,11,2017,"SG",7,3,1439
26,12,2012,"SG",12,2,1434
26,12,2013,"SG",23,2,1435
26,12,2014,"SG",4,3,1436
26,12,2015,"SG",14,3,1437
26,12,2016,"SG",26,3,1439
26,12,2017,"SG",7,4,1439
26,13,2012,"SG",12,2,1434
27,1,2012,"SG",3,3,1433
27,1,2013,"SG",15,3,1434
27,1,2014,"SG",25,3,1435
27,1,2015,"SG",6,4,1436
27,1,2016,"SG",17,4,1438
27,1,2017,"SG",28,4,1438
27,2,2012,"SG",5,4,1433
27,2,2013,"SG",16,4,1434
27,2,2014,"SG",26,4,1435
27,2,2015,"SG",8,5,1436
27,2,2016,"SG",18,5,1438
27,2,2017,"SG",30,5,1438
27,3,2012,"SG",4,5,1433
27,3,2013,"SG",15,5,1434
27,3,2014,"SG",25,5,1435
27,3,2015,"SG",6,6,1436
27,3,2016,"SG",18,6,1438
27,3,2017,"SG",28,6,1438
27,4,2012,"SG",5,6,1433
27,4,2013,"SG",16,6,1434
27,4,2014,"SG",26,6,1435
27,4,2015,"SG",8,7,1436
27,4,2016,"SG",19,7,1438
27,4,2017,"SG",30,7,1438
27,5,2012,"SG",6,7,1433
27,5,2013,"SG",17,7,1434
27,5,2014,"SG",26,7,1435
27,5,2015,"SG",9,8,1436
27,5,2016,"SG",20,8,1438
27,5,2017,"SG",1,9,1438
27,6,2012,"SG",7,8,1433
27,6,2013,"SG",18,8,1434
27,6,2014,"SG",28,8,1435
27,6,2015,"SG",10,9,1436
27,6,2016,"SG",22,9,1438
27,6,2017,"SG",3,10,1438
27,7,2012,"SG",7,9,1433
27,7,2013,"SG",18,9,1434
27,7,2014,"SG",29,9,1435
27,7,2015,"SG",11,10,1436
27,7,2016,"SG",22,10,1438
27,7,2017,"SG",3,11,1438
27,8,2012,"SG",9,10,1433
27,8,2013,"SG",20,10,1434
27,8,2014,"SG",1,11,1435
27,8,2015,"SG",12,11,1436
27,8,2016,"SG",24,11,1438
27,8,2017,"SG",5,12,1438
27,9,2012,"SG",10,11,1433
27,9,2013,"SG",21,11,1434
27,9,2014,"SG",2,12,1435
27,9,2015,"SG",13,12,1436
27,9,2016,"SG",25,12,1438
27,9,2017,"SG",6,1,1439
27,10,2012,"SG",11,12,1433
27,10,2013,"SG",22,12,1434
27,10,2014,"SG",3,1,1436
27,10,2015,"SG",14,1,1437
27,10,2016,"SG",26,1,1439
27,10,2017,"SG",7,2,1439
27,11,2012,"SG",13,1,1434
27,11,2013,"SG",23,1,1435
27,11,2014,"SG",4,2,1436
27,11,2015,"SG",15,2,1437
27,11,2016,"SG",27,2,1439
27,11,2017,"SG",8,3,1439
27,12,2012,"SG",13,2,1434
27,12,2013,"SG",24,2,1435
27,12,2014,"SG",5,3,1436
27,12,2015,"SG",15,3,1437
27,12,2016,"SG",27,3,1439
27,12,2017,"SG",8,4,1439
27,13,2012,"SG",13,2,1434
28,1,2012,"SG",4,3,1433
28,1,2013,"SG",16,3,1434
28,1,2014,"SG",26,3,1435
28,1,2015,"SG",7,4,1436
28,1,2016,"SG",18,4,1438
28,1,2017,"SG",29,4,1438
28,2,2012,"SG",6,4,1433
28,2,2013,"SG",17,4,1434
28,2,2014,"SG",27,4,1435
28,2,2015,"SG",9,5,1436
28,2,2016,"SG",19,5,1438
28,2,2017,"SG",1,6,1438
28,3,2012,"SG",5,5,1433
28,3,2013,"SG",16,5,1434
28,3,2014,"SG",26,5,1435
28,3,2015,"SG",7,6,1436
28,3,2016,"SG",19,6,1438
28,3,2017,"SG",29,6,1438
28,4,2012,"SG",6,6,1433
28,4,2013,"SG",17,6,1434
28,4,2014,"SG",27,6,1435
28,4,2015,"SG",9,7,1436
28,4,2016,"SG",20,7,1438
28,4,2017,"SG",1,8,1438
28,5,2012,"SG",7,7,1433
28,5,2013,"SG",18,7,1434
28,5,2014,"SG",27,7,1435
28,5,2015,"SG",10,8,1436
28,5,2016,"SG",21,8,1438
28,5,2017,"SG",2,9,1438
28,6,2012,"SG",8,8,1433
28,6,2013,"SG",19,8,1434
28,6,2014,"SG",29,8,1435
28,6,2015,"SG",11,9,1436
28,6,2016,"SG",23,9,1438
28,6,2017,"SG",4,10,1438
28,7,2012,"SG",8,9,1433
28,7,2013,"SG",19,9,1434
28,7,2014,"SG",1,10,1435
28,7,2015,"SG",12,10,1436
28,7,2016,"SG",23,10,1438
28,7,2017,"SG",4,11,1438
28,8,2012,"SG",10,10,1433
28,8,2013,"SG",21,10,1434
28,8,2014,"SG",2,11,1435
28,8,2015,"SG",13,11,1436
28,8,2016,"SG",25,11,1438
28,8,2017,"SG",6,12,1438
28,9,2012,"SG",11,11,1433
28,9,2013,"SG",22,11,1434
28,9,2014,"SG",3,12,1435
28,9,2015,"SG",14,12,1436
28,9,2016,"SG",26,12,1438
28,9,2017,"SG",7,1,1439
28,10,2012,"SG",12,12,1433
28,10,2013,"SG",23,12,1434
28,10,2014,"SG",4,1,1436
28,10,2015,"SG",15,1,1437
28,10,2016,"SG",27,1,1439
28,10,2017,"SG",8,2,1439
28,11,2012,"SG",14,1,1434
28,11,2013,"SG",24,1,1435
28,11,2014,"SG",5,2,1436
28,11,2015,"SG",16,2,1437
28,11,2016,"SG",28,2,1439
28,11,2017,"SG",9,3,1439
28,12,2012,"SG",14,2,1434
28,12,2013,"SG",25,2,1435
28,12,2014,"SG",6,3,1436
28,12,2015,"SG",16,3,1437
28,12,2016,"SG",28,3,1439
28,12,2017,"SG",9,4,1439
28,13,2012,"SG",14,2,1434
29,1,2012,"SG",5,3,1433
29,1,2013,"SG",17,3,1434
29,1,2014,"SG",27,3,1435
29,1,2015,"SG",8,4,1436
29,1,2016,"SG",19,4,1438
29,1,2017,"SG",1,5,1438
29,2,2012,"SG",7,4,1433
29,2,2016,"SG",20,5,1438
29,3,2012,"SG",6,5,1433
29,3,2013,"SG",17,5,1434
29,3,2014,"SG",27,5,1435
29,3,2015,"SG",8,6,1436
29,3,2016,"SG",20,6,1438
29,3,2017,"SG",1,7,1438
29,4,2012,"SG",7,6,1433
29,4,2013,"SG",18,6,1434
29,4,2014,"SG",28,6,1435
29,4,2015,"SG",10,7,1436
29,4,2016,"SG",21,7,1438
29,4,2017,"SG",2,8,1438
29,5,2012,"SG",8,7,1433
29,5,2013,"SG",19,7,1434
29,5,2014,"SG",28,7,1435
29,5,2015,"SG",11,8,1436
29,5,2016,"SG",22,8,1438
29,5,2017,"SG",3,9,1438
29,6,2012,"SG",9,8,1433
29,6,2013,"SG",20,8,1434
29,6,2014,"SG",1,9,1435
29,6,2015,"SG",12,9,1436
29,6,2016,"SG",24,9,1438
29,6,2017,"SG",5,10,1438
29,7,2012,"SG",9,9,1433
29,7,2013,"SG",20,9,1434
29,7,2014,"SG",2,10,1435
29,7,2015,"SG",13,10,1436
29,7,2016,"SG",24,10,1438
29,7,2017,"SG",5,11,1438
29,8,2012,"SG",11,10,1433
29,8,2013,"SG",22,10,1434
29,8,2014,"SG",3,11,1435
29,8,2015,"SG",14,11,1436
29,8,2016,"SG",26,11,1438
29,8,2017,"SG",7,12,1438
29,9,2012,"SG",12,11,1433
29,9,2013,"SG",23,11,1434
29,9,2014,"SG",4,12,1435
29,9,2015,"SG",15,12,1436
29,9,2016,"SG",27,12,1438
29,9,2017,"SG",8,1,1439
29,10,2012,"SG",13,12,1433
29,10,2013,"SG",24,12,1434
29,10,2014,"SG",5,1,1436
29,10,2015,"SG",16,1,1437
29,10,2016,"SG",28,1,1439
29,10,2017,"SG",9,2,1439
29,11,2012,"SG",15,1,1434
29,11,2013,"SG",25,1,1435
29,11,2014,"SG",6,2,1436
29,11,2015,"SG",17,2,1437
29,11,2016,"SG",29,2,1439
29,11,2017,"SG",10,3,1439
29,12,2012,"SG",15,2,1434
29,12,2013,"SG",26,2,1435
29,12,2014,"SG",7,3,1436
29,12,2015,"SG",17,3,1437
29,12,2016,"SG",29,3,1439
29,12,2017,"SG",10,4,1439
29,13,2012,"SG",15,2,1434
30,1,2012,"SG",6,3,1433
30,1,2013,"SG",18,3,1434
30,1,2014,"SG",28,3,1435
30,1,2015,"SG",9,4,1436
30,1,2016,"SG",20,4,1438
30,1,2017,"SG",2,5,1438
30,2,2012,"SG",6,3,1433
30,3,2012,"SG",7,5,1433
30,3,2013,"SG",18,5,1434
30,3,2014,"SG",28,5,1435
30,3,2015,"SG",9,6,1436
30,3,2016,"SG",21,6,1438
30,3,2017,"SG",2,7,1438
30,4,2012,"SG",8,6,1433
30,4,2013,"SG",19,6,1434
30,4,2014,"SG",29,6,1435
30,4,2015,"SG",11,7,1436
30,4,2016,"SG",22,7,1438
30,4,2017,"SG",3,8,1438
30,5,2012,"SG",9,7,1433
30,5,2013,"SG",20,7,1434
30,5,2014,"SG",1,8,1435
30,5,2015,"SG",12,8,1436
30,5,2016,"SG",23,8,1438
30,5,2017,"SG",4,9,1438
30,6,2012,"SG",10,8,1433
30,6,2013,"SG",21,8,1434
30,6,2014,"SG",2,9,1435
30,6,2015,"SG",13,9,1436
30,6,2016,"SG",25,9,1438
30,6,2017,"SG",6,10,1438
30,7,2012,"SG",10,9,1433
30,7,2013,"SG",21,9,1434
30,7,2014,"SG",3,10,1435
30,7,2015,"SG",14,10,1436
30,7,2016,"SG",25,10,1438
30,7,2017,"SG",6,11,1438
30,8,2012,"SG",12,10,1433
30,8,2013,"SG",23,10,1434
30,8,2014,"SG",4,11,1435
30,8,2015,"SG",15,11,1436
30,8,2016,"SG",27,11,1438
30,8,2017,"SG",8,12,1438
30,9,2012,"SG",13,11,1433
30,9,2013,"SG",24,11,1434
30,9,2014,"SG",5,12,1435
30,9,2015,"SG",16,12,1436
30,9,2016,"SG",28,12,1438
30,9,2017,"SG",9,1,1439
30,10,2012,"SG",14,12,1433
30,10,2013,"SG",25,12,1434
30,10,2014,"SG",6,1,1436
30,10,2015,"SG",17,1,1437
30,10,2016,"SG",29,1,1439
30,10,2017,"SG",10,2,1439
30,11,2012,"SG",16,1,1434
30,11,2013,"SG",26,1,1435
30,11,2014,"SG",7,2,1436
30,11,2015,"SG",18,2,1437
30,11,2016,"SG",30,2,1439
30,11,2017,"SG",11,3,1439
30,12,2012,"SG",16,2,1434
30,12,2013,"SG",27,2,1435
30,12,2014,"SG",8,3,1436
30,12,2015,"SG",18,3,1437
30,12,2016,"SG",30,3,1439
30,12,2017,"SG",11,4,1439
30,13,2012,"SG",16,2,1434
31,1,2012,"SG",7,3,1433
31,1,2013,"SG",19,3,1434
31,1,2014,"SG",29,3,1435
31,1,2015,"SG",10,4,1436
31,1,2016,"SG",21,4,1438
31,1,2017,"SG",3,5,1438
31,2,2012,"SG",7,3,1433
31,3,2012,"SG",8,5,1433
31,3,2013,"SG",19,5,1434
31,3,2014,"SG",29,5,1435
31,3,2015,"SG",10,6,1436
31,3,2016,"SG",22,6,1438
31,3,2017,"SG",3,7,1438
31,4,2012,"SG",8,5,1433
31,5,2012,"SG",10,7,1433
31,5,2013,"SG",21,7,1434
31,5,2014,"SG",2,8,1435
31,5,2015,"SG",13,8,1436
31,5,2016,"SG",24,8,1438
31,5,2017,"SG",5,9,1438
31,6,2012,"SG",10,7,1433
31,7,2012,"SG",11,9,1433
31,7,2013,"SG",22,9,1434
31,7,2014,"SG",4,10,1435
31,7,2015,"SG",15,10,1436
31,7,2016,"SG",26,10,1438
31,7,2017,"SG",7,11,1438
31,8,2012,"SG",13,10,1433
31,8,2013,"SG",24,10,1434
31,8,2014,"SG",5,11,1435
31,8,2015,"SG",16,11,1436
31,8,2016,"SG",28,11,1438
31,8,2017,"SG",9,12,1438
31,9,2012,"SG",13,10,1433
31,10,2012,"SG",15,12,1433
31,10,2013,"SG",26,12,1434
31,10,2014,"SG",7,1,1436
31,10,2015,"SG",18,1,1437
31,10,2016,"SG",30,1,1439
31,10,2017,"SG",11,2,1439
31,11,2012,"SG",15,12,1433
31,12,2012,"SG",17,2,1434
31,12,2013,"SG",28,2,1435
31,12,2014,"SG",9,3,1436
31,12,2015,"SG",19,3,1437
31,12,2016,"SG",1,4,1439
31,12,2017,"SG",12,4,1439
31,13,2012,"SG",17,2,1434
