day,month,year,"country_id",hijrah_day,hijrah_month,hijrah_year
11,5,2017,"SG",14,8,1438
11,6,2012,"SG",21,7,1433
11,6,2013,"SG",2,8,1434
11,6,2014,"SG",12,8,1435
11,6,2015,"SG",24,8,1436
11,6,2016,"SG",6,9,1438
11,6,2017,"SG",16,9,1438
11,7,2012,"SG",21,8,1433
11,7,2013,"SG",2,9,1434
11,7,2014,"SG",13,9,1435
11,7,2015,"SG",24,9,1436
11,7,2016,"SG",6,10,1438
11,7,2017,"SG",17,10,1438
11,8,2012,"SG",21,9,1433
11,8,2013,"SG",4,10,1434
11,8,2014,"SG",15,10,1435
11,8,2015,"SG",26,10,1436
11,8,2016,"SG",8,11,1438
11,8,2017,"SG",18,11,1438
11,9,2012,"SG",24,10,1433
11,9,2013,"SG",5,11,1434
11,9,2014,"SG",16,11,1435
11,9,2015,"SG",27,11,1436
11,9,2016,"SG",9,12,1438
11,9,2017,"SG",20,12,1438
11,10,2012,"SG",24,11,1433
11,10,2013,"SG",6,12,1434
11,10,2014,"SG",16,12,1435
11,10,2015,"SG",27,12,1436
11,10,2016,"SG",10,1,1439
11,10,2017,"SG",20,1,1439
11,11,2012,"SG",26,12,1433
11,11,2013,"SG",7,1,1435
11,11,2014,"SG",18,1,1436
11,11,2015,"SG",29,1,1437
11,11,2016,"SG",11,2,1439
11,11,2017,"SG",22,2,1439
11,12,2012,"SG",27,1,1434
11,12,2013,"SG",8,2,1435
11,12,2014,"SG",18,2,1436
11,12,2015,"SG",29,2,1437
11,12,2016,"SG",11,3,1439
11,12,2017,"SG",22,3,1439
11,13,2012,"SG",27,1,1434
12,1,2012,"SG",18,2,1433
12,1,2013,"SG",28,2,1434
12,1,2014,"SG",10,3,1435
12,1,2015,"SG",21,3,1436
12,1,2016,"SG",2,4,1438
12,1,2017,"SG",13,4,1438
12,2,2012,"SG",19,3,1433
12,2,2013,"SG",1,4,1434
12,2,2014,"SG",11,4,1435
12,2,2015,"SG",22,4,1436
12,2,2016,"SG",3,5,1438
12,2,2017,"SG",15,5,1438
12,3,2012,"SG",19,4,1433
12,3,2013,"SG",29,4,1434
12,3,2014,"SG",10,5,1435
12,3,2015,"SG",21,5,1436
12,3,2016,"SG",3,6,1438
12,3,2017,"SG",13,6,1438
12,4,2012,"SG",20,5,1433
12,4,2013,"SG",1,6,1434
12,4,2014,"SG",11,6,1435
12,4,2015,"SG",22,6,1436
12,4,2016,"SG",4,7,1438
12,4,2017,"SG",15,7,1438
12,5,2012,"SG",20,6,1433
12,5,2013,"SG",2,7,1434
12,5,2014,"SG",11,7,1435
12,5,2015,"SG",23,7,1436
12,5,2016,"SG",5,8,1438
12,5,2017,"SG",15,8,1438
12,6,2012,"SG",22,7,1433
12,6,2013,"SG",3,8,1434
12,6,2014,"SG",13,8,1435
12,6,2015,"SG",25,8,1436
12,6,2016,"SG",7,9,1438
12,6,2017,"SG",17,9,1438
12,7,2012,"SG",22,8,1433
12,7,2013,"SG",3,9,1434
12,7,2014,"SG",14,9,1435
12,7,2015,"SG",25,9,1436
12,7,2016,"SG",7,10,1438
12,7,2017,"SG",18,10,1438
12,8,2012,"SG",22,9,1433
12,8,2013,"SG",5,10,1434
12,8,2014,"SG",16,10,1435
12,8,2015,"SG",27,10,1436
12,8,2016,"SG",9,11,1438
12,8,2017,"SG",19,11,1438
12,9,2012,"SG",25,10,1433
12,9,2013,"SG",6,11,1434
12,9,2014,"SG",17,11,1435
12,9,2015,"SG",28,11,1436
12,9,2016,"SG",10,12,1438
12,9,2017,"SG",21,12,1438
12,10,2012,"SG",25,11,1433
12,10,2013,"SG",7,12,1434
12,10,2014,"SG",17,12,1435
12,10,2015,"SG",28,12,1436
12,10,2016,"SG",11,1,1439
12,10,2017,"SG",21,1,1439
12,11,2012,"SG",27,12,1433
12,11,2013,"SG",8,1,1435
12,11,2014,"SG",19,1,1436
12,11,2015,"SG",30,1,1437
12,11,2016,"SG",12,2,1439
12,11,2017,"SG",23,2,1439
12,12,2012,"SG",28,1,1434
12,12,2013,"SG",9,2,1435
12,12,2014,"SG",19,2,1436
12,12,2015,"SG",30,2,1437
12,12,2016,"SG",12,3,1439
12,12,2017,"SG",23,3,1439
12,13,2012,"SG",28,1,1434
13,1,2012,"SG",19,2,1433
13,1,2013,"SG",1,3,1434
13,1,2014,"SG",11,3,1435
13,1,2015,"SG",22,3,1436
13,1,2016,"SG",3,4,1438
13,1,2017,"SG",14,4,1438
13,2,2012,"SG",20,3,1433
13,2,2013,"SG",2,4,1434
13,2,2014,"SG",12,4,1435
13,2,2015,"SG",23,4,1436
13,2,2016,"SG",4,5,1438
13,2,2017,"SG",16,5,1438
13,3,2012,"SG",20,4,1433
13,3,2013,"SG",1,5,1434
13,3,2014,"SG",11,5,1435
13,3,2015,"SG",22,5,1436
13,3,2016,"SG",4,6,1438
13,3,2017,"SG",14,6,1438
13,4,2012,"SG",21,5,1433
13,4,2013,"SG",2,6,1434
13,4,2014,"SG",12,6,1435
13,4,2015,"SG",23,6,1436
13,4,2016,"SG",5,7,1438
13,4,2017,"SG",16,7,1438
13,5,2012,"SG",21,6,1433
13,5,2013,"SG",3,7,1434
13,5,2014,"SG",12,7,1435
13,5,2015,"SG",24,7,1436
13,5,2016,"SG",6,8,1438
13,5,2017,"SG",16,8,1438
13,6,2012,"SG",23,7,1433
13,6,2013,"SG",4,8,1434
13,6,2014,"SG",14,8,1435
13,6,2015,"SG",26,8,1436
13,6,2016,"SG",8,9,1438
13,6,2017,"SG",18,9,1438
13,7,2012,"SG",23,8,1433
13,7,2013,"SG",4,9,1434
13,7,2014,"SG",15,9,1435
13,7,2015,"SG",26,9,1436
13,7,2016,"SG",8,10,1438
13,7,2017,"SG",19,10,1438
13,8,2012,"SG",23,9,1433
13,8,2013,"SG",6,10,1434
13,8,2014,"SG",17,10,1435
13,8,2015,"SG",28,10,1436
13,8,2016,"SG",10,11,1438
13,8,2017,"SG",20,11,1438
13,9,2012,"SG",26,10,1433
13,9,2013,"SG",7,11,1434
13,9,2014,"SG",18,11,1435
13,9,2015,"SG",29,11,1436
13,9,2016,"SG",11,12,1438
13,9,2017,"SG",22,12,1438
13,10,2012,"SG",26,11,1433
13,10,2013,"SG",8,12,1434
13,10,2014,"SG",18,12,1435
13,10,2015,"SG",29,12,1436
13,10,2016,"SG",12,1,1439
13,10,2017,"SG",22,1,1439
13,11,2012,"SG",28,12,1433
13,11,2013,"SG",9,1,1435
13,11,2014,"SG",20,1,1436
13,11,2015,"SG",1,2,1437
13,11,2016,"SG",13,2,1439
13,11,2017,"SG",24,2,1439
13,12,2012,"SG",29,1,1434
13,12,2013,"SG",10,2,1435
13,12,2014,"SG",20,2,1436
13,12,2015,"SG",1,3,1437
13,12,2016,"SG",13,3,1439
13,12,2017,"SG",24,3,1439
13,13,2012,"SG",29,1,1434
14,1,2012,"SG",20,2,1433
14,1,2013,"SG",2,3,1434
14,1,2014,"SG",12,3,1435
14,1,2015,"SG",23,3,1436
14,1,2016,"SG",4,4,1438
14,1,2017,"SG",15,4,1438
14,2,2012,"SG",21,3,1433
14,2,2013,"SG",3,4,1434
14,2,2014,"SG",13,4,1435
14,2,2015,"SG",24,4,1436
14,2,2016,"SG",5,5,1438
14,2,2017,"SG",17,5,1438
14,3,2012,"SG",21,4,1433
14,3,2013,"SG",2,5,1434
14,3,2014,"SG",12,5,1435
14,3,2015,"SG",23,5,1436
14,3,2016,"SG",5,6,1438
14,3,2017,"SG",15,6,1438
14,4,2012,"SG",22,5,1433
14,4,2013,"SG",3,6,1434
14,4,2014,"SG",13,6,1435
14,4,2015,"SG",24,6,1436
14,4,2016,"SG",6,7,1438
14,4,2017,"SG",17,7,1438
14,5,2012,"SG",22,6,1433
14,5,2013,"SG",4,7,1434
14,5,2014,"SG",13,7,1435
14,5,2015,"SG",25,7,1436
14,5,2016,"SG",7,8,1438
14,5,2017,"SG",17,8,1438
14,6,2012,"SG",24,7,1433
14,6,2013,"SG",5,8,1434
14,6,2014,"SG",15,8,1435
14,6,2015,"SG",27,8,1436
14,6,2016,"SG",9,9,1438
14,6,2017,"SG",19,9,1438
14,7,2012,"SG",24,8,1433
14,7,2013,"SG",5,9,1434
14,7,2014,"SG",16,9,1435
14,7,2015,"SG",27,9,1436
14,7,2016,"SG",9,10,1438
14,7,2017,"SG",20,10,1438
14,8,2012,"SG",24,9,1433
14,8,2013,"SG",7,10,1434
14,8,2014,"SG",18,10,1435
14,8,2015,"SG",29,10,1436
14,8,2016,"SG",11,11,1438
14,8,2017,"SG",21,11,1438
14,9,2012,"SG",27,10,1433
14,9,2013,"SG",8,11,1434
14,9,2014,"SG",19,11,1435
14,9,2015,"SG",30,11,1436
14,9,2016,"SG",12,12,1438
14,9,2017,"SG",23,12,1438
14,10,2012,"SG",27,11,1433
14,10,2013,"SG",9,12,1434
14,10,2014,"SG",19,12,1435
14,10,2015,"SG",1,1,1437
14,10,2016,"SG",13,1,1439
14,10,2017,"SG",23,1,1439
14,11,2012,"SG",29,12,1433
14,11,2013,"SG",10,1,1435
14,11,2014,"SG",21,1,1436
14,11,2015,"SG",2,2,1437
14,11,2016,"SG",14,2,1439
14,11,2017,"SG",25,2,1439
14,12,2012,"SG",30,1,1434
14,12,2013,"SG",11,2,1435
14,12,2014,"SG",21,2,1436
14,12,2015,"SG",2,3,1437
14,12,2016,"SG",14,3,1439
14,12,2017,"SG",25,3,1439
14,13,2012,"SG",30,1,1434
15,1,2012,"SG",21,2,1433
15,1,2013,"SG",3,3,1434
15,1,2014,"SG",13,3,1435
15,1,2015,"SG",24,3,1436
15,1,2016,"SG",5,4,1438
15,1,2017,"SG",16,4,1438
15,2,2012,"SG",22,3,1433
15,2,2013,"SG",4,4,1434
15,2,2014,"SG",14,4,1435
15,2,2015,"SG",25,4,1436
15,2,2016,"SG",6,5,1438
15,2,2017,"SG",18,5,1438
15,3,2012,"SG",22,4,1433
15,3,2013,"SG",3,5,1434
15,3,2014,"SG",13,5,1435
15,3,2015,"SG",24,5,1436
15,3,2016,"SG",6,6,1438
15,3,2017,"SG",16,6,1438
15,4,2012,"SG",23,5,1433
15,4,2013,"SG",4,6,1434
15,4,2014,"SG",14,6,1435
15,4,2015,"SG",25,6,1436
15,4,2016,"SG",7,7,1438
15,4,2017,"SG",18,7,1438
15,5,2012,"SG",23,6,1433
15,5,2013,"SG",5,7,1434
15,5,2014,"SG",14,7,1435
15,5,2015,"SG",26,7,1436
15,5,2016,"SG",8,8,1438
15,5,2017,"SG",18,8,1438
15,6,2012,"SG",25,7,1433
15,6,2013,"SG",6,8,1434
15,6,2014,"SG",16,8,1435
15,6,2015,"SG",28,8,1436
15,6,2016,"SG",10,9,1438
15,6,2017,"SG",20,9,1438
15,7,2012,"SG",25,8,1433
15,7,2013,"SG",6,9,1434
15,7,2014,"SG",17,9,1435
15,7,2015,"SG",28,9,1436
15,7,2016,"SG",10,10,1438
15,7,2017,"SG",21,10,1438
15,8,2012,"SG",25,9,1433
15,8,2013,"SG",8,10,1434
15,8,2014,"SG",19,10,1435
15,8,2015,"SG",30,10,1436
15,8,2016,"SG",12,11,1438
15,8,2017,"SG",22,11,1438
15,9,2012,"SG",28,10,1433
15,9,2013,"SG",9,11,1434
15,9,2014,"SG",20,11,1435
15,9,2015,"SG",1,12,1436
15,9,2016,"SG",13,12,1438
15,9,2017,"SG",24,12,1438
15,10,2012,"SG",28,11,1433
15,10,2013,"SG",10,12,1434
15,10,2014,"SG",20,12,1435
15,10,2015,"SG",2,1,1437
15,10,2016,"SG",14,1,1439
15,10,2017,"SG",24,1,1439
15,11,2012,"SG",1,1,1434
15,11,2013,"SG",11,1,1435
15,11,2014,"SG",22,1,1436
15,11,2015,"SG",3,2,1437
15,11,2016,"SG",15,2,1439
15,11,2017,"SG",26,2,1439
15,12,2012,"SG",1,2,1434
15,12,2013,"SG",12,2,1435
15,12,2014,"SG",22,2,1436
15,12,2015,"SG",3,3,1437
15,12,2016,"SG",15,3,1439
15,12,2017,"SG",26,3,1439
15,13,2012,"SG",1,2,1434
16,1,2012,"SG",22,2,1433
16,1,2013,"SG",4,3,1434
16,1,2014,"SG",14,3,1435
16,1,2015,"SG",25,3,1436
16,1,2016,"SG",6,4,1438
16,1,2017,"SG",17,4,1438
16,2,2012,"SG",23,3,1433
16,2,2013,"SG",5,4,1434
16,2,2014,"SG",15,4,1435
16,2,2015,"SG",26,4,1436
16,2,2016,"SG",7,5,1438
16,2,2017,"SG",19,5,1438
16,3,2012,"SG",23,4,1433
16,3,2013,"SG",4,5,1434
16,3,2014,"SG",14,5,1435
16,3,2015,"SG",25,5,1436
16,3,2016,"SG",7,6,1438
16,3,2017,"SG",17,6,1438
16,4,2012,"SG",24,5,1433
16,4,2013,"SG",5,6,1434
16,4,2014,"SG",15,6,1435
16,4,2015,"SG",26,6,1436
16,4,2016,"SG",8,7,1438
16,4,2017,"SG",19,7,1438
16,5,2012,"SG",24,6,1433
16,5,2013,"SG",6,7,1434
16,5,2014,"SG",15,7,1435
16,5,2015,"SG",27,7,1436
16,5,2016,"SG",9,8,1438
16,5,2017,"SG",19,8,1438
16,6,2012,"SG",26,7,1433
16,6,2013,"SG",7,8,1434
16,6,2014,"SG",17,8,1435
16,6,2015,"SG",29,8,1436
16,6,2016,"SG",11,9,1438
16,6,2017,"SG",21,9,1438
16,7,2012,"SG",26,8,1433
16,7,2013,"SG",7,9,1434
16,7,2014,"SG",18,9,1435
16,7,2015,"SG",29,9,1436
16,7,2016,"SG",11,10,1438
16,7,2017,"SG",22,10,1438
16,8,2012,"SG",26,9,1433
16,8,2013,"SG",9,10,1434
16,8,2014,"SG",20,10,1435
16,8,2015,"SG",1,11,1436
16,8,2016,"SG",13,11,1438
16,8,2017,"SG",23,11,1438
16,9,2012,"SG",29,10,1433
16,9,2013,"SG",10,11,1434
16,9,2014,"SG",21,11,1435
16,9,2015,"SG",2,12,1436
16,9,2016,"SG",14,12,1438
16,9,2017,"SG",25,12,1438
16,10,2012,"SG",29,11,1433
16,10,2013,"SG",11,12,1434
16,10,2014,"SG",21,12,1435
16,10,2015,"SG",3,1,1437
16,10,2016,"SG",15,1,1439
16,10,2017,"SG",25,1,1439
16,11,2012,"SG",2,1,1434
16,11,2013,"SG",12,1,1435
16,11,2014,"SG",23,1,1436
16,11,2015,"SG",4,2,1437
16,11,2016,"SG",16,2,1439
16,11,2017,"SG",27,2,1439
16,12,2012,"SG",2,2,1434
16,12,2013,"SG",13,2,1435
16,12,2014,"SG",23,2,1436
16,12,2015,"SG",4,3,1437
16,12,2016,"SG",16,3,1439
16,12,2017,"SG",27,3,1439
16,13,2012,"SG",2,2,1434
17,1,2012,"SG",23,2,1433
17,1,2013,"SG",5,3,1434
17,1,2014,"SG",15,3,1435
17,1,2015,"SG",26,3,1436
17,1,2016,"SG",7,4,1438
17,1,2017,"SG",18,4,1438
17,2,2012,"SG",24,3,1433
17,2,2013,"SG",6,4,1434
17,2,2014,"SG",16,4,1435
17,2,2015,"SG",27,4,1436
17,2,2016,"SG",8,5,1438
17,2,2017,"SG",20,5,1438
17,3,2012,"SG",24,4,1433
17,3,2013,"SG",5,5,1434
17,3,2014,"SG",15,5,1435
17,3,2015,"SG",26,5,1436
17,3,2016,"SG",8,6,1438
17,3,2017,"SG",18,6,1438
17,4,2012,"SG",25,5,1433
17,4,2013,"SG",6,6,1434
17,4,2014,"SG",16,6,1435
17,4,2015,"SG",27,6,1436
17,4,2016,"SG",9,7,1438
17,4,2017,"SG",20,7,1438
17,5,2012,"SG",25,6,1433
17,5,2013,"SG",7,7,1434
17,5,2014,"SG",16,7,1435
17,5,2015,"SG",28,7,1436
17,5,2016,"SG",10,8,1438
17,5,2017,"SG",20,8,1438
17,6,2012,"SG",27,7,1433
17,6,2013,"SG",8,8,1434
17,6,2014,"SG",18,8,1435
17,6,2015,"SG",30,8,1436
17,6,2016,"SG",12,9,1438
17,6,2017,"SG",22,9,1438
17,7,2012,"SG",27,8,1433
17,7,2013,"SG",8,9,1434
17,7,2014,"SG",19,9,1435
17,7,2015,"SG",1,10,1436
17,7,2016,"SG",12,10,1438
17,7,2017,"SG",23,10,1438
17,8,2012,"SG",27,9,1433
17,8,2013,"SG",10,10,1434
17,8,2014,"SG",21,10,1435
17,8,2015,"SG",2,11,1436
17,8,2016,"SG",14,11,1438
17,8,2017,"SG",24,11,1438
17,9,2012,"SG",30,10,1433
17,9,2013,"SG",11,11,1434
17,9,2014,"SG",22,11,1435
17,9,2015,"SG",3,12,1436
17,9,2016,"SG",15,12,1438
17,9,2017,"SG",26,12,1438
17,10,2012,"SG",1,12,1433
17,10,2013,"SG",12,12,1434
17,10,2014,"SG",22,12,1435
17,10,2015,"SG",4,1,1437
17,10,2016,"SG",16,1,1439
17,10,2017,"SG",26,1,1439
17,11,2012,"SG",3,1,1434
17,11,2013,"SG",13,1,1435
17,11,2014,"SG",24,1,1436
17,11,2015,"SG",5,2,1437
17,11,2016,"SG",17,2,1439
17,11,2017,"SG",28,2,1439
17,12,2012,"SG",3,2,1434
17,12,2013,"SG",14,2,1435
17,12,2014,"SG",24,2,1436
17,12,2015,"SG",5,3,1437
17,12,2016,"SG",17,3,1439
17,12,2017,"SG",28,3,1439
17,13,2012,"SG",3,2,1434
18,1,2012,"SG",24,2,1433
18,1,2013,"SG",6,3,1434
18,1,2014,"SG",16,3,1435
18,1,2015,"SG",27,3,1436
18,1,2016,"SG",8,4,1438
18,1,2017,"SG",19,4,1438
18,2,2012,"SG",25,3,1433
18,2,2013,"SG",7,4,1434
18,2,2014,"SG",17,4,1435
18,2,2015,"SG",28,4,1436
18,2,2016,"SG",9,5,1438
18,2,2017,"SG",21,5,1438
18,3,2012,"SG",25,4,1433
18,3,2013,"SG",6,5,1434
18,3,2014,"SG",16,5,1435
18,3,2015,"SG",27,5,1436
18,3,2016,"SG",9,6,1438
18,3,2017,"SG",19,6,1438
18,4,2012,"SG",26,5,1433
18,4,2013,"SG",7,6,1434
18,4,2014,"SG",17,6,1435
18,4,2015,"SG",28,6,1436
18,4,2016,"SG",10,7,1438
18,4,2017,"SG",21,7,1438
18,5,2012,"SG",26,6,1433
18,5,2013,"SG",8,7,1434
18,5,2014,"SG",17,7,1435
18,5,2015,"SG",29,7,1436
18,5,2016,"SG",11,8,1438
18,5,2017,"SG",21,8,1438
18,6,2012,"SG",28,7,1433
18,6,2013,"SG",9,8,1434
18,6,2014,"SG",19,8,1435
18,6,2015,"SG",1,9,1436
18,6,2016,"SG",13,9,1438
18,6,2017,"SG",23,9,1438
18,7,2012,"SG",28,8,1433
18,7,2013,"SG",9,9,1434
18,7,2014,"SG",20,9,1435
18,7,2015,"SG",2,10,1436
18,7,2016,"SG",13,10,1438
18,7,2017,"SG",24,10,1438
18,8,2012,"SG",28,9,1433
18,8,2013,"SG",11,10,1434
18,8,2014,"SG",22,10,1435
18,8,2015,"SG",3,11,1436
18,8,2016,"SG",15,11,1438
18,8,2017,"SG",25,11,1438
18,9,2012,"SG",1,11,1433
18,9,2013,"SG",12,11,1434
18,9,2014,"SG",23,11,1435
18,9,2015,"SG",4,12,1436
18,9,2016,"SG",16,12,1438
18,9,2017,"SG",27,12,1438
18,10,2012,"SG",2,12,1433
18,10,2013,"SG",13,12,1434
18,10,2014,"SG",23,12,1435
18,10,2015,"SG",5,1,1437
18,10,2016,"SG",17,1,1439
18,10,2017,"SG",27,1,1439
18,11,2012,"SG",4,1,1434
18,11,2013,"SG",14,1,1435
18,11,2014,"SG",25,1,1436
18,11,2015,"SG",6,2,1437
18,11,2016,"SG",18,2,1439
18,11,2017,"SG",29,2,1439
18,12,2012,"SG",4,2,1434
18,12,2013,"SG",15,2,1435
18,12,2014,"SG",25,2,1436
18,12,2015,"SG",6,3,1437
18,12,2016,"SG",18,3,1439
18,12,2017,"SG",29,3,1439
18,13,2012,"SG",4,2,1434
19,1,2012,"SG",25,2,1433
19,1,2013,"SG",7,3,1434
19,1,2014,"SG",17,3,1435
19,1,2015,"SG",28,3,1436
19,1,2016,"SG",9,4,1438
19,1,2017,"SG",20,4,1438
19,2,2012,"SG",26,3,1433
19,2,2013,"SG",8,4,1434
19,2,2014,"SG",18,4,1435
19,2,2015,"SG",29,4,1436
19,2,2016,"SG",10,5,1438
19,2,2017,"SG",22,5,1438
19,3,2012,"SG",26,4,1433
19,3,2013,"SG",7,5,1434
19,3,2014,"SG",17,5,1435
19,3,2015,"SG",28,5,1436
19,3,2016,"SG",10,6,1438
19,3,2017,"SG",20,6,1438
19,4,2012,"SG",27,5,1433
19,4,2013,"SG",8,6,1434
19,4,2014,"SG",18,6,1435
19,4,2015,"SG",29,6,1436
19,4,2016,"SG",11,7,1438
19,4,2017,"SG",22,7,1438
19,5,2012,"SG",27,6,1433
19,5,2013,"SG",9,7,1434
19,5,2014,"SG",18,7,1435
19,5,2015,"SG",1,8,1436
19,5,2016,"SG",12,8,1438
19,5,2017,"SG",22,8,1438
19,6,2012,"SG",29,7,1433
19,6,2013,"SG",10,8,1434
19,6,2014,"SG",20,8,1435
19,6,2015,"SG",2,9,1436
19,6,2016,"SG",14,9,1438
19,6,2017,"SG",24,9,1438
19,7,2012,"SG",29,8,1433
19,7,2013,"SG",10,9,1434
19,7,2014,"SG",21,9,1435
19,7,2015,"SG",3,10,1436
19,7,2016,"SG",14,10,1438
19,7,2017,"SG",25,10,1438
19,8,2012,"SG",1,10,1433
19,8,2013,"SG",12,10,1434
19,8,2014,"SG",23,10,1435
19,8,2015,"SG",4,11,1436
19,8,2016,"SG",16,11,1438
19,8,2017,"SG",26,11,1438
19,9,2012,"SG",2,11,1433
19,9,2013,"SG",13,11,1434
19,9,2014,"SG",24,11,1435
19,9,2015,"SG",5,12,1436
19,9,2016,"SG",17,12,1438
19,9,2017,"SG",28,12,1438
19,10,2012,"SG",3,12,1433
19,10,2013,"SG",14,12,1434
19,10,2014,"SG",24,12,1435
19,10,2015,"SG",6,1,1437
19,10,2016,"SG",18,1,1439
19,10,2017,"SG",28,1,1439
19,11,2012,"SG",5,1,1434
19,11,2013,"SG",15,1,1435
19,11,2014,"SG",26,1,1436
19,11,2015,"SG",7,2,1437
19,11,2016,"SG",19,2,1439
19,11,2017,"SG",30,2,1439
19,12,2012,"SG",5,2,1434
19,12,2013,"SG",16,2,1435
19,12,2014,"SG",26,2,1436
19,12,2015,"SG",7,3,1437
19,12,2016,"SG",19,3,1439
19,12,2017,"SG",30,3,1439
19,13,2012,"SG",5,2,1434
20,1,2012,"SG",26,2,1433
20,1,2013,"SG",8,3,1434
20,1,2014,"SG",18,3,1435
20,1,2015,"SG",29,3,1436
20,1,2016,"SG",10,4,1438
20,1,2017,"SG",21,4,1438
20,2,2012,"SG",27,3,1433
20,2,2013,"SG",9,4,1434
20,2,2014,"SG",19,4,1435
20,2,2015,"SG",1,5,1436
20,2,2016,"SG",11,5,1438
20,2,2017,"SG",23,5,1438
20,3,2012,"SG",27,4,1433
20,3,2013,"SG",8,5,1434
20,3,2014,"SG",18,5,1435
20,3,2015,"SG",29,5,1436
20,3,2016,"SG",11,6,1438
20,3,2017,"SG",21,6,1438
20,4,2012,"SG",28,5,1433
20,4,2013,"SG",9,6,1434
20,4,2014,"SG",19,6,1435
20,4,2015,"SG",1,7,1436
20,4,2016,"SG",12,7,1438
20,4,2017,"SG",23,7,1438
20,5,2012,"SG",28,6,1433
20,5,2013,"SG",10,7,1434
20,5,2014,"SG",19,7,1435
20,5,2015,"SG",2,8,1436
20,5,2016,"SG",13,8,1438
20,5,2017,"SG",23,8,1438
20,6,2012,"SG",30,7,1433
20,6,2013,"SG",11,8,1434
20,6,2014,"SG",21,8,1435
20,6,2015,"SG",3,9,1436
20,6,2016,"SG",15,9,1438
20,6,2017,"SG",25,9,1438
20,7,2012,"SG",30,8,1433
20,7,2013,"SG",11,9,1434
20,7,2014,"SG",22,9,1435
20,7,2015,"SG",4,10,1436
20,7,2016,"SG",15,10,1438
20,7,2017,"SG",26,10,1438
20,8,2012,"SG",2,10,1433
20,8,2013,"SG",13,10,1434
20,8,2014,"SG",24,10,1435
20,8,2015,"SG",5,11,1436
20,8,2016,"SG",17,11,1438
20,8,2017,"SG",27,11,1438
20,9,2012,"SG",3,11,1433
20,9,2013,"SG",14,11,1434
20,9,2014,"SG",25,11,1435
20,9,2015,"SG",6,12,1436
20,9,2016,"SG",18,12,1438
20,9,2017,"SG",29,12,1438
20,10,2012,"SG",4,12,1433
20,10,2013,"SG",15,12,1434
20,10,2014,"SG",25,12,1435
20,10,2015,"SG",7,1,1437
20,10,2016,"SG",19,1,1439
20,10,2017,"SG",29,1,1439
20,11,2012,"SG",6,1,1434
20,11,2013,"SG",16,1,1435
20,11,2014,"SG",27,1,1436
20,11,2015,"SG",8,2,1437
20,11,2016,"SG",20,2,1439
20,11,2017,"SG",1,3,1439
20,12,2012,"SG",6,2,1434
20,12,2013,"SG",17,2,1435
20,12,2014,"SG",27,2,1436
20,12,2015,"SG",8,3,1437
20,12,2016,"SG",20,3,1439
20,12,2017,"SG",1,4,1439
20,13,2012,"SG",6,2,1434
21,1,2012,"SG",27,2,1433
21,1,2013,"SG",9,3,1434
21,1,2014,"SG",19,3,1435
21,1,2015,"SG",30,3,1436
21,1,2016,"SG",11,4,1438
21,1,2017,"SG",22,4,1438
21,2,2012,"SG",28,3,1433
21,2,2013,"SG",10,4,1434
21,2,2014,"SG",20,4,1435
21,2,2015,"SG",2,5,1436
21,2,2016,"SG",12,5,1438
21,2,2017,"SG",24,5,1438
21,3,2012,"SG",28,4,1433
21,3,2013,"SG",9,5,1434
21,3,2014,"SG",19,5,1435
21,3,2015,"SG",30,5,1436
21,3,2016,"SG",12,6,1438
21,3,2017,"SG",22,6,1438
21,4,2012,"SG",29,5,1433
21,4,2013,"SG",10,6,1434
21,4,2014,"SG",20,6,1435
21,4,2015,"SG",2,7,1436
21,4,2016,"SG",13,7,1438
21,4,2017,"SG",24,7,1438
21,5,2012,"SG",29,6,1433
21,5,2013,"SG",11,7,1434
21,5,2014,"SG",20,7,1435
21,5,2015,"SG",3,8,1436
21,5,2016,"SG",14,8,1438
21,5,2017,"SG",24,8,1438
21,6,2012,"SG",1,8,1433
21,6,2013,"SG",12,8,1434
21,6,2014,"SG",22,8,1435
21,6,2015,"SG",4,9,1436
21,6,2016,"SG",16,9,1438
21,6,2017,"SG",26,9,1438
21,7,2012,"SG",1,9,1433
21,7,2013,"SG",12,9,1434
21,7,2014,"SG",23,9,1435
21,7,2015,"SG",5,10,1436
21,7,2016,"SG",16,10,1438
21,7,2017,"SG",27,10,1438
21,8,2012,"SG",3,10,1433
21,8,2013,"SG",14,10,1434
21,8,2014,"SG",25,10,1435
21,8,2015,"SG",6,11,1436
21,8,2016,"SG",18,11,1438
21,8,2017,"SG",28,11,1438
21,9,2012,"SG",4,11,1433
21,9,2013,"SG",15,11,1434
21,9,2014,"SG",26,11,1435
21,9,2015,"SG",7,12,1436
21,9,2016,"SG",19,12,1438
21,9,2017,"SG",30,12,1438
21,10,2012,"SG",5,12,1433
21,10,2013,"SG",16,12,1434
21,10,2014,"SG",26,12,1435
21,10,2015,"SG",8,1,1437
21,10,2016,"SG",20,1,1439
21,10,2017,"SG",1,2,1439
21,11,2012,"SG",7,1,1434
21,11,2013,"SG",17,1,1435
21,11,2014,"SG",28,1,1436
21,11,2015,"SG",9,2,1437
21,11,2016,"SG",21,2,1439
21,11,2017,"SG",2,3,1439
21,12,2012,"SG",7,2,1434
21,12,2013,"SG",18,2,1435
21,12,2014,"SG",28,2,1436
21,12,2015,"SG",9,3,1437
21,12,2016,"SG",21,3,1439
21,12,2017,"SG",2,4,1439
21,13,2012,"SG",7,2,1434
22,1,2012,"SG",28,2,1433
22,1,2013,"SG",10,3,1434
